staging_id,company,season,episode_number,pitch_number,season_start,season_end,original_air_date,episode_title,anchor,sector,business_description,company_website,started_in,founder_count,male_presenters,female_presenters,transgender_presenters,couple_presenters,pitchers_average_age,pitchers_city,pitchers_state,yearly_revenue,monthly_sales,gross_margin,net_margin,ebitda,cash_burn,skus,has_patents,bootstrapped,part_of_match_off,asked_amount,equity_asked,valuation_requested,received_offer,accepted_offer,invested_amount,equity_final,total_deal_debt,deal_valuation,number_of_sharks_in_deal,deal_has_conditions,royalty_percentage,royalty_recouped_amount,advisory_shares_equity,namita_present,vineeta_present,anupam_present,aman_present,peyush_present,ritesh_present,amit_present,guest_present
11,JhaJiAchaar,Season 1,4,11,2021-12-20,2022-02-04,2021-12-23,Entrepreneurship Ki Wave,Rannvijay Singh,Food and Beverage,Pickle,https://www.jhajistore.com/,2021,2,,2.0,,0,,Darbhanga,Bihar,,5.0,18.0,,,,,0,0,0,50.0,10.0,500.0,1,1,56.6,5.62,,1007.0,2.0,0,,,,1,1,1,1,0,0,0,1
12,Bummer,Season 1,4,12,2021-12-20,2022-02-04,2021-12-23,Entrepreneurship Ki Wave,Rannvijay Singh,Beauty/Fashion,Underwear,https://bummer.in/,2020,1,1.0,,,0,,Ahmedabad,Gujarat,36.0,15.0,70.0,,,,,0,0,0,75.0,4.0,1875.0,1,1,75.0,7.5,,1000.0,2.0,0,,,,1,1,1,1,0,0,0,1
13,RevampMoto,Season 1,5,13,2021-12-20,2022-02-04,2021-12-24,Hunt For Interesting Business,Rannvijay Singh,Vehicles/Electrical Vehicles,E-Bike Mitra bud-e RM,https://www.revampmoto.in/,2021,3,3.0,,,0,,Nashik,Maharashtra,,0.01,,,,,,0,0,0,100.0,1.0,10000.0,1,1,100.0,1.5,,6667.0,2.0,0,,,,1,1,1,1,0,0,0,1
14,HungryHead,Season 1,5,14,2021-12-20,2022-02-04,2021-12-24,Hunt For Interesting Business,Rannvijay Singh,Food and Beverage,Restaurant serving 80 types of Maggi,http://www.hungryhead.co.in/,2013,2,2.0,,,0,,Mumbai,Maharashtra,,5.5,,,,,80.0,0,0,0,50.0,5.0,1000.0,0,,,,,,,0,,,,1,1,1,1,0,0,0,1
15,ShrawaniEngineers,Season 1,5,15,2021-12-20,2022-02-04,2021-12-24,Hunt For Interesting Business,Rannvijay Singh,Beauty/Fashion,Belly Button Shaper,https://www.shrawaniengineers.com/,2019,2,1.0,1.0,,1,,Nagpur,Maharashtra,50.0,,,,,,,0,0,0,20.0,10.0,200.0,0,,,,,,,0,,,,1,1,1,1,0,0,0,1
16,SkippiIcePops,Season 1,6,16,2021-12-20,2022-02-04,2021-12-27,"New Week, New Ideas",Rannvijay Singh,Food and Beverage,Ice-Pops,https://skippi.in/,2021,2,1.0,1.0,,1,,Hyderabad,Telangana,,7.5,,,,,,1,0,0,45.0,5.0,900.0,1,1,100.0,15.0,,667.0,5.0,0,,,,1,1,1,1,0,0,0,1
17,Menstrupedia,Season 1,6,17,2021-12-20,2022-02-04,2021-12-27,"New Week, New Ideas",Rannvijay Singh,Children/Education,Menstrual Awareness Comic,https://www.menstrupedia.com/,2012,2,1.0,1.0,,1,,Ahmedabad,Gujarat,115.0,,27.0,,,,,0,0,0,50.0,10.0,500.0,1,1,50.0,20.0,,250.0,1.0,0,,,,1,1,1,1,0,0,0,1
18,Hecoll,Season 1,6,18,2021-12-20,2022-02-04,2021-12-27,"New Week, New Ideas",Rannvijay Singh,Beauty/Fashion,Pollution Resistant Fabric - Healthy Cover For All,https://hecoll.com/,2019,1,,1.0,,0,,Hyderabad,Telangana,107.0,,,,,,,0,0,0,100.0,1.0,10000.0,0,,,,,,,0,,,,1,1,1,1,0,0,0,1
19,RaisingSuperstars,Season 1,7,19,2021-12-20,2022-02-04,2021-12-28,A Never Give Up Spirit,Rannvijay Singh,Children/Education,Child Development App,https://raisingsuperstars.com/india-page,2020,2,1.0,1.0,,1,,Gurgaon,Haryana,1300.0,,,,,,,0,0,0,100.0,2.0,5000.0,1,1,100.0,4.0,,2500.0,2.0,0,,,,1,1,1,1,0,0,0,1
20,Torch-it,Season 1,7,20,2021-12-20,2022-02-04,2021-12-28,A Never Give Up Spirit,Rannvijay Singh,Children/Education,Gadgets for visually impaired people,https://mytorchit.com/,2018,1,1.0,,,0,,Ahmedabad,Gujarat,260.0,1.0,,,,,,1,0,0,75.0,1.0,7500.0,1,0,,,,,,0,,,,1,1,1,1,0,0,0,1
21,Kavach,Season 1,7,21,2021-12-20,2022-02-04,2021-12-28,A Never Give Up Spirit,Rannvijay Singh,Children/Education,Report bullying incidents,https://antibullyingsquad.com/,2018,2,1.0,1.0,,0,,Gurgaon,Haryana,,,,,,,,0,0,0,5.0,10.0,50.0,1,1,5.0,10.0,,50.0,2.0,0,,,,1,1,1,1,0,0,0,1
22,LaKheerDeli,Season 1,7,22,2021-12-20,2022-02-04,2021-12-28,A Never Give Up Spirit,Rannvijay Singh,Food and Beverage,Kheer in variety of flavors,https://lakheerdeli.com/,2018,3,1.0,2.0,,0,,Pune,Maharashtra,,6.0,,,,,9.0,0,0,0,50.0,7.5,667.0,1,0,,,,,,0,,,,1,1,1,1,0,0,0,1
23,BeyondSnack,Season 1,8,23,2021-12-20,2022-02-04,2021-12-29,Shark Ko Impress Karne Wale Ideas,Rannvijay Singh,Food and Beverage,Kerala Banana Chips,https://www.beyondsnack.in/,2020,1,1.0,,,0,,Thiruvananthapuram,Kerala,60.0,20.6,51.0,,,,,0,0,0,50.0,2.5,2000.0,1,1,50.0,2.5,,2000.0,2.0,0,,,,1,0,1,1,1,0,0,1
24,VivalyfInnovations,Season 1,8,24,2021-12-20,2022-02-04,2021-12-29,Shark Ko Impress Karne Wale Ideas,Rannvijay Singh,Medical/Health,Easy Life Prickless Diabetes Testing Machine,https://vivalyf.in/,2021,2,1.0,1.0,,0,,Hyderabad,Telangana,0.0,,,,,,,0,0,0,56.0,7.5,747.0,1,1,56.0,33.33,,168.0,2.0,0,,,,1,0,1,1,1,0,0,1
25,MotionBreeze,Season 1,8,25,2021-12-20,2022-02-04,2021-12-29,Shark Ko Impress Karne Wale Ideas,Rannvijay Singh,Vehicles/Electrical Vehicles,Smart Electric Motorcycle,https://www.motionautomotive.in/,2018,4,4.0,,,0,,Vadodara,Gujarat,0.0,,,,,,,1,0,0,30.0,3.0,1000.0,1,1,30.0,6.0,,500.0,1.0,0,,,,1,0,1,1,1,0,0,1
26,Altor,Season 1,9,26,2021-12-20,2022-02-04,2021-12-30,Defining Innovations,Rannvijay Singh,Manufacturing,Smart Helmets,https://www.altorsmarthelmet.com/,2019,4,4.0,,,0,,Kolkata,West Bengal,,,,,,,,0,0,0,50.0,5.0,1000.0,1,1,50.0,7.0,,714.0,2.0,0,,,,1,0,1,1,1,0,0,1
27,Ariro,Season 1,9,27,2021-12-20,2022-02-04,2021-12-30,Defining Innovations,Rannvijay Singh,Manufacturing,Wooden Toys,https://arirotoys.com/,2020,2,1.0,1.0,,1,,Chennai,Tamil Nadu,300.0,25.0,50.0,,,,,0,0,0,50.0,2.5,2000.0,1,1,50.0,10.0,,500.0,2.0,0,,,,1,0,1,1,1,0,0,1
28,KabiraHandmad,Season 1,9,28,2021-12-20,2022-02-04,2021-12-30,Defining Innovations,Rannvijay Singh,Food and Beverage,Healthy Edible Oils dairy products spices flour,https://www.kabirafoods.com/,1998,2,1.0,1.0,,1,,Jaipur,Rajasthan,,160.0,3.0,1.0,,,,0,0,0,100.0,5.0,2000.0,1,0,,,,,,0,,,,1,0,1,1,1,0,0,1
29,Nuutjob,Season 1,10,29,2021-12-20,2022-02-04,2021-12-31,Passion About Entrepreneurship,Rannvijay Singh,Beauty/Fashion,Male Intimate Hygiene deo spray,https://nuutjob.com/,2021,2,,2.0,,0,,Ahmedabad,Gujarat,,0.002,70.0,,,,,0,0,0,25.0,5.0,500.0,1,1,25.0,20.0,,125.0,3.0,0,,,,1,0,1,1,1,0,0,1
30,Meatyour,Season 1,10,30,2021-12-20,2022-02-04,2021-12-31,Passion About Entrepreneurship,Rannvijay Singh,Food and Beverage,Eggs,https://meatyour.com/,2020,3,3.0,,,0,,Pune,Maharashtra,130.0,2.8,30.0,,,,,0,0,0,30.0,5.0,600.0,1,1,30.0,20.0,,150.0,3.0,1,,,,1,0,1,1,1,0,0,1
31,EventBeep,Season 1,10,31,2021-12-20,2022-02-04,2021-12-31,Passion About Entrepreneurship,Rannvijay Singh,Children/Education,Student Community App EdTech,https://www.eventbeep.com/,2019,3,2.0,1.0,,0,,Pune,Maharashtra,120.0,,,,,,,0,0,0,30.0,2.0,1500.0,1,1,30.0,3.0,,1000.0,3.0,0,,,,1,0,1,1,1,0,0,1
32,Gopal's56,Season 1,11,32,2021-12-20,2022-02-04,2022-01-03,Investment Paane Ka Sapna,Rannvijay Singh,Food and Beverage,Fiber Ice Cream,https://www.gopals56.in/,2014,1,1.0,,,0,,Delhi,Delhi,80.0,33.0,21.0,,,,,0,0,0,30000.0,25.0,120000.0,0,,,,,,,0,,,,1,0,1,1,1,0,0,1
33,ARRCOATSurfaceTextures,Season 1,11,33,2021-12-20,2022-02-04,2022-01-03,Investment Paane Ka Sapna,Rannvijay Singh,Manufacturing,Wall Building Surface Textures,https://www.arrcoat.com/,2019,3,3.0,,,0,,Delhi,Delhi,,6.0,,20.0,,,,0,0,0,50.0,5.0,1000.0,1,1,50.0,15.0,,333.0,1.0,1,,,,1,0,1,1,1,0,0,1
34,Farda,Season 1,11,34,2021-12-20,2022-02-04,2022-01-03,Investment Paane Ka Sapna,Rannvijay Singh,Beauty/Fashion,Customised Streetwear,https://fardaclothing.com/,2021,2,1.0,1.0,,0,,Nagpur,Maharashtra,,0.32,115.0,,,,,0,0,0,30.0,10.0,300.0,1,1,30.0,20.0,,150.0,2.0,0,,,,1,0,1,1,1,0,0,1
35,Auli,Season 1,12,35,2021-12-20,2022-02-04,2022-01-04,Ek Idea Aur Uske Do Sides,Rannvijay Singh,Beauty/Fashion,Ayurvedic Products Skincare Lifestyle,https://aulilifestyle.com/,2017,1,,1.0,,0,,Kolkata,West Bengal,250.0,16.0,80.0,10.0,,,,0,0,0,75.0,4.0,1875.0,1,1,75.0,15.0,,500.0,1.0,0,,,,1,0,1,1,1,0,0,1
36,SweeDesi,Season 1,12,36,2021-12-20,2022-02-04,2022-01-04,Ek Idea Aur Uske Do Sides,Rannvijay Singh,Food and Beverage,Indian Sweets Online,https://www.sweedesi.com/,2018,2,1.0,1.0,,1,,Pune,Maharashtra,,,,,,,,0,0,0,40.0,3.0,1333.0,0,,,,,,,0,,,,1,0,1,1,1,0,0,1
37,LOKA,Season 1,12,37,2021-12-20,2022-02-04,2022-01-04,Ek Idea Aur Uske Do Sides,Rannvijay Singh,Technology/Software,Metaverse App,https://www.lokaworld.app/,2020,1,1.0,,,0,,Delhi,Delhi,,,,,,,,0,0,0,40.0,5.0,800.0,1,1,40.0,24.0,,167.0,3.0,0,,,,1,0,1,1,1,0,0,1
38,Annie,Season 1,13,38,2021-12-20,2022-02-04,2022-01-05,Ideas By Young Entrepreneurs,Rannvijay Singh,Children/Education,Thinkerbell labs Braille Literary Device,https://www.thinkerbelllabs.com/annie,2016,4,3.0,1.0,,1,,Bangalore,Karnataka,500.0,4.0,50.0,,,,,0,0,0,30.0,0.5,6000.0,1,1,105.0,3.0,,3500.0,3.0,0,,,,1,0,1,1,1,0,0,1
39,Carragreen,Season 1,13,39,2021-12-20,2022-02-04,2022-01-05,Ideas By Young Entrepreneurs,Rannvijay Singh,Green/CleanTech,Eco-Friendly boxes,https://carragreen.com/,2018,2,,2.0,,0,,Indore,Madhya Pradesh,,,,,,,,1,0,0,50.0,10.0,500.0,1,1,50.0,20.0,,250.0,2.0,0,,,,1,0,1,1,1,0,0,1
40,TheYarnBazaar,Season 1,13,40,2021-12-20,2022-02-04,2022-01-05,Ideas By Young Entrepreneurs,Rannvijay Singh,Manufacturing,Yarn-Trading App Online Marketplace for Yarn,https://theyarnbazaar.com/,2019,1,1.0,,,0,,Mumbai,Maharashtra,180.0,,,,,,,0,0,0,50.0,2.0,2500.0,1,1,100.0,10.0,,1000.0,4.0,0,,,,1,0,1,1,1,0,0,1
41,TheRenalProject,Season 1,14,41,2021-12-20,2022-02-04,2022-01-06,Naye Aur Nayab Pitchers,Rannvijay Singh,Medical/Health,Home Dialysis Treatment,https://www.therenalproject.com/,2019,1,1.0,,,0,,Mumbai,Maharashtra,300.0,,,,,,,0,0,0,100.0,3.0,3333.0,1,1,100.0,6.0,,1667.0,2.0,0,,,,1,0,1,1,1,0,0,1
42,MorrikoPureFoods,Season 1,14,42,2021-12-20,2022-02-04,2022-01-06,Naye Aur Nayab Pitchers,Rannvijay Singh,Food and Beverage,Healthy Food Snacks Kamdhenu foods,https://morrikopurefoods.com/,2018,3,2.0,1.0,,0,,Valsad,Gujarat,,16.0,,,,,,0,0,0,100.0,3.0,3333.0,1,0,,,,,,0,,,,1,0,1,1,1,0,0,1
43,GoodGoodPiggy,Season 1,14,43,2021-12-20,2022-02-04,2022-01-06,Naye Aur Nayab Pitchers,Rannvijay Singh,Technology/Software,Digital Piggy Bank,https://goodgoodpiggy.com/,2021,2,,2.0,,0,,Delhi,Delhi,0.0,,,,,,,0,0,0,45.0,5.0,900.0,0,,,,,,,0,,,,1,0,1,1,1,0,0,1
44,HammerLifestyle,Season 1,15,44,2021-12-20,2022-02-04,2022-01-07,It's Time To Change,Rannvijay Singh,Electronics,Smart Audio Products,https://hammeronline.in/,2019,3,3.0,,,0,,Panipat,Haryana,1000.0,,,,,,14.0,0,0,0,30.0,3.0,1000.0,1,1,100.0,40.0,,250.0,1.0,0,,,,1,0,1,1,1,0,0,1
45,PNTRobotics,Season 1,15,45,2021-12-20,2022-02-04,2022-01-07,It's Time To Change,Rannvijay Singh,Technology/Software,Robotics and Automation Solutions,https://pntsolutions.in/,2021,2,2.0,,,0,,Mumbai,Maharashtra,,,,,,,,0,0,0,50.0,4.0,1250.0,1,1,25.0,25.0,25.0,100.0,1.0,1,,,,1,0,1,1,1,0,0,1
46,Cocofit,Season 1,15,46,2021-12-20,2022-02-04,2022-01-07,It's Time To Change,Rannvijay Singh,Food and Beverage,Coconut based beverage franchise,https://www.cocofit.in/,2019,3,3.0,,,0,,Hyderabad,Telangana,100.0,,95.0,,,,,0,0,0,5e-05,5.0,0.0,1,1,5e-05,5.0,,0.0,3.0,0,,,,1,0,1,1,1,0,0,1
47,BambooIndia,Season 1,16,47,2021-12-20,2022-02-04,2022-01-10,Winning The Sharks Trust,Rannvijay Singh,Manufacturing,Bamboo Products,https://www.bambooindia.com/,2016,2,1.0,1.0,,1,,Pune,Maharashtra,380.0,20.0,,,,,,0,0,0,80.0,4.0,2000.0,1,1,50.0,3.5,30.0,1429.0,2.0,0,,,,1,0,1,1,1,0,0,1
48,FlyingFur,Season 1,16,48,2021-12-20,2022-02-04,2022-01-10,Winning The Sharks Trust,Rannvijay Singh,Animal/Pets,Dog pets Hygiene,https://flyingfur.in/,2016,3,2.0,1.0,,0,,Delhi,Delhi,,,,,,,,0,0,0,75.0,7.0,1071.0,0,,,,,,,0,,,,1,0,1,1,1,0,0,1
49,BeyondWater,Season 1,16,49,2021-12-20,2022-02-04,2022-01-10,Winning The Sharks Trust,Rannvijay Singh,Food and Beverage,Liquid Water Enhancer,https://drinkbeyond.co.in/,2020,2,1.0,1.0,,0,,Kolkata,West Bengal,,10.0,,,,,,0,0,0,75.0,4.0,1875.0,1,1,75.0,15.0,,500.0,2.0,0,,,,1,0,1,1,1,0,0,1
50,Let'sTry,Season 1,16,50,2021-12-20,2022-02-04,2022-01-10,Winning The Sharks Trust,Rannvijay Singh,Food and Beverage,Healthy Snacks,https://www.letstryfoods.com/,2017,4,1.0,3.0,,1,,Delhi,Delhi,,3.0,55.0,25.0,,,50.0,0,0,0,45.0,2.0,2250.0,1,1,45.0,12.0,,375.0,2.0,0,,,,1,0,1,1,1,0,0,1
51,FindYourKicksIndia,Season 1,17,51,2021-12-20,2022-02-04,2022-01-11,A Wave Of Startups,Rannvijay Singh,Beauty/Fashion,Sneaker Resale,https://findyourkicksindia.co/,2021,3,3.0,,,0,,Ludhiana,Punjab,,3.5,,,,,,0,0,0,50.0,10.0,500.0,1,1,50.0,25.0,,200.0,5.0,0,,,,1,0,1,1,1,0,0,1
52,AasVidyalaya,Season 1,17,52,2021-12-20,2022-02-04,2022-01-11,A Wave Of Startups,Rannvijay Singh,Children/Education,EdTech App,https://www.aasvidyalaya.com/,2019,2,1.0,1.0,,1,,Mumbai,Maharashtra,150.0,,,,,,,0,0,0,150.0,3.0,5000.0,1,1,150.0,15.0,,1000.0,3.0,0,,,,1,0,1,1,1,0,0,1
53,Outbox,Season 1,17,53,2021-12-20,2022-02-04,2022-01-11,A Wave Of Startups,Rannvijay Singh,Business Services,Premium Surprise-Planning,https://www.outboxsurprises.com/,2017,2,1.0,1.0,,0,,Kolkata,West Bengal,110.0,,,,,,,0,0,0,50.0,5.0,1000.0,0,,,,,,,0,,,,1,0,1,1,1,0,0,1
54,RoadBounce,Season 1,17,54,2021-12-20,2022-02-04,2022-01-11,A Wave Of Startups,Rannvijay Singh,Technology/Software,Pothole Detection Software and Data,https://www.roadbounce.com/,2016,1,1.0,,,0,,Pune,Maharashtra,250.0,,,,,,,1,0,0,80.0,10.0,800.0,1,1,80.0,20.0,,400.0,1.0,0,,,,1,0,1,1,1,0,0,1
55,Mommy'sKitchen,Season 1,18,55,2021-12-20,2022-02-04,2022-01-12,Investing In Profitable Businesses,Rannvijay Singh,Food and Beverage,Thin Crust Pizza,https://mommys.kitchen/,2016,3,2.0,1.0,,0,,Mumbai,Maharashtra,92.0,4.5,,,,,,0,0,0,90.0,3.0,3000.0,0,,,,,,,0,,,,1,0,1,1,1,0,0,1
56,IndiaHempandCo,Season 1,18,56,2021-12-20,2022-02-04,2022-01-12,Investing In Profitable Businesses,Rannvijay Singh,Food and Beverage,Hemp Food Products,https://www.indiahempandco.com/,2019,1,,1.0,,0,,Bangalore,Karnataka,27.0,2.0,,,,,12.0,0,0,0,50.0,4.0,1250.0,1,0,,,,,,0,,,,1,0,1,1,1,0,0,1
57,Otua,Season 1,18,57,2021-12-20,2022-02-04,2022-01-12,Investing In Profitable Businesses,Rannvijay Singh,Vehicles/Electrical Vehicles,Electric Auto Vehicle Dandera,https://www.danderaelectric.com/,2018,2,2.0,,,0,,Gurgaon,Haryana,,,,,,,,0,0,0,100.0,1.0,10000.0,1,1,1.0,1.0,99.0,100.0,1.0,0,,,,1,0,1,1,1,0,0,1
58,Anthyesti,Season 1,18,58,2021-12-20,2022-02-04,2022-01-12,Investing In Profitable Businesses,Rannvijay Singh,Business Services,Funeral Service the last rites,https://anthyesti.com/,2015,1,,1.0,,0,,Bangalore,Karnataka,116.0,,50.0,6.0,,,,0,0,0,50.0,2.5,2000.0,0,,,,,,,0,,,,1,0,1,1,1,0,0,1
59,Ethik,Season 1,19,59,2021-12-20,2022-02-04,2022-01-13,Forming An Idea And Bagging A Deal,Rannvijay Singh,Manufacturing,Leather-free Shoes,https://www.ethik.in/,2012,2,2.0,,,0,,Bangalore,Karnataka,12.0,1.0,,,,,,0,0,0,15.0,5.0,300.0,0,,,,,,,0,,,,1,0,1,1,1,0,0,1
60,WeSTOCK,Season 1,19,60,2021-12-20,2022-02-04,2022-01-13,Forming An Idea And Bagging A Deal,Rannvijay Singh,Animal/Pets,Brainwired Livestock health monitoring AI pets ear tag,https://www.brainwired.in/,2018,2,2.0,,,0,,Ernakulam,Kerala,54.0,,,,,,,0,0,0,50.0,5.0,1000.0,1,1,60.0,10.0,,600.0,4.0,0,,,,1,0,1,1,1,0,0,1
61,KetoIndia,Season 1,19,61,2021-12-20,2022-02-04,2022-01-13,Forming An Idea And Bagging A Deal,Rannvijay Singh,Food and Beverage,Customised Keto Diets for various Medical/Health issues,https://www.ketoindia.fit/,2019,1,1.0,,,0,,Delhi,Delhi,180.0,15.0,,,,,,0,0,0,150.0,1.25,12000.0,1,0,,,,,,0,,,,1,0,1,1,1,0,0,1
62,Magiclock,Season 1,19,62,2021-12-20,2022-02-04,2022-01-13,Forming An Idea And Bagging A Deal,Rannvijay Singh,Hardware,LPG Cylinder lock,http://www.magiclockdc.com/,2019,3,3.0,,,0,,Mumbai,Maharashtra,,0.04,,,,,,1,0,0,120.0,8.0,1500.0,0,,,,,,,0,,,,1,0,1,1,1,0,0,1
63,TheStatePlate,Season 1,20,63,2021-12-20,2022-02-04,2022-01-14,A Variety Of Ideas,Rannvijay Singh,Food and Beverage,Delicacies,https://thestateplate.com/,2020,2,1.0,1.0,,0,,"Bangalore,Kolkata","Karnataka,West Bengal",,40.0,34.0,,,,400.0,0,0,0,65.0,2.0,3250.0,1,1,40.0,3.0,25.0,1333.0,1.0,0,,,,1,0,1,1,1,0,0,1
64,Bakarmax,Season 1,20,64,2021-12-20,2022-02-04,2022-01-14,A Variety Of Ideas,Rannvijay Singh,Technology/Software,Comics & Animation,https://bakarmax.com/,2020,2,2.0,,,0,,Delhi,Delhi,35.0,5.0,,,,,,0,0,0,35.0,5.0,700.0,0,,,,,,,0,,,,1,0,1,1,1,0,0,1
65,INACAN,Season 1,20,65,2021-12-20,2022-02-04,2022-01-14,A Variety Of Ideas,Rannvijay Singh,Food and Beverage,Can Cocktails,https://inacan.in/,2020,3,3.0,,,0,,Pune,Maharashtra,,23.0,,,,,,0,0,0,50.0,2.0,2500.0,1,1,100.0,10.0,,1000.0,5.0,0,,,,1,0,1,1,1,0,0,1
66,Get-A-Whey,Season 1,21,66,2021-12-20,2022-02-04,2022-01-17,Game-changing Ideas,Rannvijay Singh,Food and Beverage,Sugar-Free Icecream,https://getawhey.in/,2018,2,1.0,1.0,,0,,Mumbai,Maharashtra,360.0,0.25,69.0,20.0,,,12.0,0,0,0,100.0,8.0,1250.0,1,1,100.0,15.0,,667.0,3.0,0,,,,0,1,1,1,1,0,0,1
67,Sid07Designs,Season 1,21,67,2021-12-20,2022-02-04,2022-01-17,Game-changing Ideas,Rannvijay Singh,Hardware,Inventions,https://sid07designs.com/,2018,1,1.0,,,0,,Jammu,Jammu & Kashmir,,1.0,,,,,,1,0,0,47.0,10.0,470.0,1,1,25.0,75.0,22.0,33.0,1.0,0,,,,0,1,1,1,1,0,0,1
68,TheQuirkyNaari,Season 1,21,68,2021-12-20,2022-02-04,2022-01-17,Game-changing Ideas,Rannvijay Singh,Beauty/Fashion,Customised Apparels,https://thequirkynaari.com/,2018,1,,1.0,,0,,Mathura,Uttar Pradesh,,3.0,,,,,,0,0,0,35.0,5.0,700.0,1,1,35.0,24.0,,146.0,2.0,0,,,,0,1,1,1,1,0,0,1
69,HairOriginals,Season 1,22,69,2021-12-20,2022-02-04,2022-01-18,Turning Ideas Into Businesses,Rannvijay Singh,Beauty/Fashion,Natural Hair Extensions,https://www.hairoriginals.in/,2019,3,3.0,,,0,,Gurgaon,Haryana,,55.0,62.0,,,,,0,0,0,60.0,2.0,3000.0,1,1,60.0,4.0,,1500.0,3.0,0,,,,0,1,1,1,1,0,0,1
70,Poo-de-Cologne,Season 1,22,70,2021-12-20,2022-02-04,2022-01-18,Turning Ideas Into Businesses,Rannvijay Singh,Beauty/Fashion,Toilet Spray with Essential Oils,https://www.poodecologne.com/,2021,1,,1.0,,0,,Mumbai,Maharashtra,,0.75,150.0,,,,,0,0,0,75.0,5.0,1500.0,0,,,,,,,0,,,,0,1,1,1,1,0,0,1
71,Moonshine,Season 1,22,71,2021-12-20,2022-02-04,2022-01-18,Turning Ideas Into Businesses,Rannvijay Singh,Food and Beverage,Meads,https://www.moonshinemeadery.com/,2018,2,2.0,,,0,,Mumbai,Maharashtra,372.0,,70.0,,,,,0,0,0,80.0,0.5,16000.0,1,0,,,,,,0,,,,0,1,1,1,1,0,0,1
72,Falhari,Season 1,22,72,2021-12-20,2022-02-04,2022-01-18,Turning Ideas Into Businesses,Rannvijay Singh,Food and Beverage,Fresh Fruits salads,https://falhari.com/,2015,3,3.0,,,0,,Gurgaon,Haryana,,1.0,25.0,,,,,0,0,0,50.0,2.0,2500.0,1,0,,,,,,0,,,,0,1,1,1,1,0,0,1
73,NamhyaFoods,Season 1,23,73,2021-12-20,2022-02-04,2022-01-19,Investing In Innovation,Rannvijay Singh,Food and Beverage,Ayurvedic Enriched Food,https://namhyafoods.com/,2019,1,,1.0,,0,,Jammu,Jammu & Kashmir,,16.0,,34.0,,,70.0,0,0,0,100.0,5.0,2000.0,1,1,50.0,10.0,50.0,500.0,1.0,0,,,,0,1,1,1,1,0,0,1
74,UrbanMonkey,Season 1,23,74,2021-12-20,2022-02-04,2022-01-19,Investing In Innovation,Rannvijay Singh,Beauty/Fashion,Streetwear,https://www.urbanmonkey.com/,2014,1,1.0,,,0,,Mumbai,Maharashtra,2500.0,200.0,,25.0,,,,0,0,0,100.0,1.0,10000.0,1,0,,,,,,0,,,,0,1,1,1,1,0,0,1
75,GuardianGears,Season 1,23,75,2021-12-20,2022-02-04,2022-01-19,Investing In Innovation,Rannvijay Singh,Manufacturing,Motorcycle Luggage bags,https://guardiangears.in/,2018,2,1.0,1.0,,1,,Hyderabad,Telangana,250.0,21.0,50.0,15.0,,,,0,0,0,30.0,5.0,600.0,1,0,,,,,,0,,,,0,1,1,1,1,0,0,1
76,ModernMyth,Season 1,23,76,2021-12-20,2022-02-04,2022-01-19,Investing In Innovation,Rannvijay Singh,Beauty/Fashion,Bags Slings Clutches Handbags Totes Laptop Bags Travel Essentials Pouches Trunks & Gifting,https://www.modernmyth.in/,2019,2,1.0,1.0,,0,,Delhi,Delhi,,14.0,,,,,140.0,0,0,0,75.0,5.0,1500.0,0,,,,,,,0,,,,0,1,1,1,1,0,0,1
77,TheSassBar,Season 1,24,77,2021-12-20,2022-02-04,2022-01-20,A Decade Of Indian Entrepreneurship,Rannvijay Singh,Beauty/Fashion,Gifts Soaps,https://www.thesassbar.com/,2019,1,,1.0,,0,,Mumbai,Maharashtra,,7.0,65.0,55.0,,,,0,0,0,40.0,8.0,500.0,1,1,50.0,35.0,,143.0,2.0,0,,,,1,1,1,0,1,0,0,1
78,KGAgrotech,Season 1,24,78,2021-12-20,2022-02-04,2022-01-20,A Decade Of Indian Entrepreneurship,Rannvijay Singh,Agriculture,Agricultural Innovations,https://www.instagram.com/jugaadu_kamlesh/,2022,2,2.0,,,0,,Malegaon,Maharashtra,0.0,,,,,,,0,0,0,30.0,10.0,300.0,1,1,10.0,40.0,20.0,25.0,1.0,0,,,,1,1,1,0,1,0,0,1
79,NuskhaKitchen,Season 1,24,79,2021-12-20,2022-02-04,2022-01-20,A Decade Of Indian Entrepreneurship,Rannvijay Singh,Food and Beverage,Homemade after delivery Foods,https://nuskhakitchen.com/,2019,2,1.0,1.0,,0,,Jaipur,Rajasthan,,1.45,,,,,,0,0,0,20.0,10.0,200.0,0,,,,,,,0,,,,1,1,1,0,1,0,0,1
80,PawsIndia,Season 1,25,80,2021-12-20,2022-02-04,2022-01-21,An Ocean Of Opportunities,Rannvijay Singh,Animal/Pets,Dog Products,https://pawsindia.com/,2016,1,,1.0,,0,,Mumbai,Maharashtra,300.0,20.0,,16.0,,,350.0,0,0,0,50.0,4.0,1250.0,1,1,50.0,15.0,,333.0,1.0,1,,,,1,1,1,0,1,0,0,1
81,SunfoxTechnologies,Season 1,25,81,2021-12-20,2022-02-04,2022-01-21,An Ocean Of Opportunities,Rannvijay Singh,Medical/Health,Portable ECG Device,https://www.sunfox.in/,2016,4,4.0,,,0,,Dehradun,Uttarakhand,120.0,5.0,,,,,,0,0,0,100.0,2.0,5000.0,1,1,100.0,6.0,,1667.0,5.0,0,,,,1,1,1,0,1,0,0,1
